I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-113.11694,-6.2702713,-9.627014,1.4190674,-27.574799,-3.4934464,147.80408,104.10559,39.947083,60.73755,-102.756836,-58.318115
-91.27359,10.604385,-33.47278,-27.507263,-4.944153,-3.4934464,177.71515,138.60596,89.85773,110.92566,-92.50732,-25.08728
-47.586884,27.47905,-69.241455,-60.04944,40.31714,-8.251602,199.08026,173.1062,139.76831,168.28333,-72.008286,12.297455
7.0214844,46.764366,-120.90726,-103.438965,91.236145,-20.940018,211.89929,193.8064,195.22461,232.81091,-37.843216,57.98987
83.473206,68.46035,-184.49597,-157.67587,164.78583,-36.800537,203.35327,207.60645,245.13513,304.50806,6.5713654,120.29773
170.84662,102.20968,-252.05899,-219.14438,249.65082,-54.24711,177.71515,200.70642,289.50012,383.37512,61.23546,195.06717
290.98505,150.423,-319.622,-298.69186,351.48877,-66.935524,130.71198,166.20618,333.86523,462.24207,160.31415,282.29813
438.42767,215.51096,-367.31354,-392.7025,458.98444,-60.591316,70.88983,104.10559,383.77576,541.109,279.89188,394.4523
580.4095,295.06293,-399.10788,-486.71317,532.5341,-35.214485,-1.7515259,21.304932,405.95825,605.6365,392.6366,510.76022
673.2437,377.02554,-403.08218,-569.87646,572.13776,4.4368134,-74.39282,-61.49585,389.3213,641.4851,478.0492,597.9912
722.3912,446.93488,-383.2107,-627.7291,583.4532,53.604424,-142.76105,-158.09668,322.77393,648.6549,532.7133,639.5299
716.93036,492.7375,-339.49347,-649.4239,560.82245,99.59992,-219.67532,-275.3977,222.95276,612.8063,546.37933,631.22217
667.7829,502.38013,-267.95618,-627.7291,498.58813,139.25122,-300.86264,-427.19904,89.85773,519.59985,525.8804,573.0681
558.5661,473.4522,-184.49597,-555.41327,402.40778,166.21411,-394.869,-585.9004,-70.96539,376.20544,464.38324,465.06784
400.20178,410.77487,-85.13858,-446.93942,272.2815,183.6607,-488.87537,-751.50183,-253.97095,196.96228,368.721,319.68283
214.53333,328.81226,26.141632,-309.5392,125.18219,197.93515,-574.3357,-903.30316,-431.4309,10.549561,259.39285,161.83627
23.403992,242.02826,137.4219,-164.90744,-33.232452,210.62357,-646.9769,-1027.5043,-592.254,-168.6936,146.6481,8.143585
-156.80365,162.47632,244.72787,-31.123108,-174.67413,221.72592,-685.4341,-1110.305,-714.2577,-312.08813,44.15294,-120.62598
-304.24625,99.79902,336.13663,73.734924,-293.4851,231.24225,-676.88806,-1137.9053,-791.8965,-412.46423,-34.426712,-220.31856
-402.54132,53.996376,395.751,149.66669,-367.0348,239.17249,-501.6944,-1124.1051,-808.5333,-476.99176,-92.50732,-282.6264
-446.22803,22.657715,411.64822,193.05621,-389.66544,237.58643,-450.41818,-1062.0046,-769.714,-476.99176,-126.67238,-311.7034
-435.30634,3.3723907,391.77676,203.90356,-372.69244,220.13986,-386.32294,-958.50366,-686.5296,-462.65228,-136.9219,-303.3957
-386.1588,-6.2702713,344.08524,185.82458,-327.43112,190.00488,-305.13565,-834.3026,-564.5259,-426.8037,-130.0889,-278.47253
-326.0896,-6.2702713,284.4708,164.12988,-270.85443,151.93964,-236.7674,-703.2014,-448.06778,-376.6156,-116.42287,-245.2417
-249.63788,-6.2702713,212.9335,135.20343,-202.96246,113.87438,-168.39911,-572.1003,-348.24655,-319.25787,-99.34033,-199.54927
-173.18616,-6.2702713,153.31912,102.66138,-140.72815,78.981255,-104.303894,-447.89923,-253.97095,-254.73035,-75.42479,-153.85684
-107.6561,-6.2702713,101.65323,66.50342,-89.80914,50.43232,-48.7547,-337.49823,-176.33221,-190.20282,-51.509247,-112.31827
-58.508575,-6.2702713,57.936005,37.577026,-44.54782,28.227592,-1.7515259,-233.99731,-109.78473,-132.84497,-27.593704,-74.93356
-25.74353,-6.2702713,30.115936,15.882263,-16.259491,13.953117,36.70569,-151.1966,-59.874146,-82.65692,-10.511169,-41.70273
-9.361023,-6.2702713,6.270172,8.650696,-4.944153,2.8507538,70.88983,-89.09607,-15.509094,-39.63855,-3.6781616,-16.779541
-3.9002075,-8.680939,-5.65271,5.034912,0.7135315,-5.0794983,83.70886,-40.795654,1.1276855,-18.129395,-3.6781616,-4.317993
-3.9002075,-8.680939,-9.627014,5.034912,0.7135315,-8.251602,83.70886,-13.1953125,6.67334,-10.959717,-3.6781616,-4.317993
-3.9002075,-8.680939,-9.627014,5.034912,0.7135315,-9.837654,83.70886,-6.29541,6.67334,-3.789917,-3.6781616,-0.16415405
-3.9002075,-8.680939,-9.627014,1.4190674,0.7135315,-11.423706,79.43579,0.6047363,6.67334,-3.789917,-3.6781616,-0.16415405
-3.9002075,-8.680939,-9.627014,1.4190674,0.7135315,-11.423706,79.43579,0.6047363,6.67334,-3.789917,-3.6781616,-0.16415405
-3.9002075,-8.680939,-9.627014,1.4190674,0.7135315,-11.423706,75.16278,0.6047363,6.67334,-3.789917,-3.6781616,-0.16415405
-3.9002075,-8.680939,-9.627014,1.4190674,0.7135315,-9.837654,75.16278,0.6047363,6.67334,-3.789917,-3.6781616,-0.16415405
-3.9002075,-8.680939,-9.627014,1.4190674,0.7135315,-9.837654,70.88983,0.6047363,6.67334,-3.789917,-3.6781616,-0.16415405
-3.9002075,-8.680939,-9.627014,1.4190674,0.7135315,-9.837654,62.34375,0.6047363,6.67334,-3.789917,-3.6781616,-0.16415405
-3.9002075,-8.680939,-9.627014,1.4190674,0.7135315,-9.837654,53.79773,0.6047363,1.1276855,-3.789917,-3.6781616,-0.16415405
-3.9002075,-8.680939,-9.627014,1.4190674,0.7135315,-9.837654,45.25171,0.6047363,1.1276855,-3.789917,-3.6781616,-0.16415405
-3.9002075,-8.680939,-9.627014,1.4190674,0.7135315,-9.837654,36.70569,0.6047363,1.1276855,-3.789917,-3.6781616,-0.16415405
-3.9002075,-8.680939,-9.627014,1.4190674,0.7135315,-9.837654,23.886597,0.6047363,1.1276855,3.3797607,-3.6781616,-0.16415405
1.5606079,-8.680939,-9.627014,1.4190674,0.7135315,-9.837654,19.613586,0.6047363,1.1276855,3.3797607,-3.6781616,-0.16415405
1.5606079,-8.680939,-9.627014,1.4190674,0.7135315,-9.837654,15.340576,0.6047363,1.1276855,3.3797607,-3.6781616,-0.16415405
1.5606079,-8.680939,-9.627014,1.4190674,0.7135315,-8.251602,11.067566,0.6047363,1.1276855,3.3797607,-3.6781616,-0.16415405
1.5606079,-6.2702713,-9.627014,1.4190674,0.7135315,-8.251602,6.7944946,0.6047363,1.1276855,3.3797607,-3.6781616,-0.16415405
1.5606079,-6.2702713,-9.627014,-2.1967163,0.7135315,-6.66555,6.7944946,0.6047363,1.1276855,-3.789917,-3.6781616,-0.16415405
1.5606079,-6.2702713,-9.627014,-2.1967163,0.7135315,-6.66555,6.7944946,0.6047363,1.1276855,-3.789917,-3.6781616,-0.16415405
1.5606079,-6.2702713,-9.627014,-2.1967163,0.7135315,-6.66555,6.7944946,0.6047363,1.1276855,-3.789917,-3.6781616,-0.16415405
1.5606079,-6.2702713,-9.627014,-2.1967163,0.7135315,-6.66555,6.7944946,0.6047363,1.1276855,-3.789917,-3.6781616,-0.16415405
1.5606079,-3.859604,-9.627014,-2.1967163,0.7135315,-6.66555,6.7944946,0.6047363,1.1276855,-3.789917,-3.6781616,-0.16415405
1.5606079,-3.859604,-5.65271,-2.1967163,0.7135315,-5.0794983,2.5215454,0.6047363,1.1276855,-3.789917,-3.6781616,-0.16415405
1.5606079,-3.859604,-5.65271,-2.1967163,0.7135315,-5.0794983,2.5215454,0.6047363,1.1276855,-3.789917,-3.6781616,-0.16415405
1.5606079,-3.859604,-5.65271,-2.1967163,0.7135315,-3.4934464,2.5215454,0.6047363,1.1276855,-3.789917,-3.6781616,-0.16415405
1.5606079,-3.859604,-5.65271,-2.1967163,0.7135315,-3.4934464,2.5215454,0.6047363,1.1276855,-3.789917,-3.6781616,-0.16415405
-3.9002075,-3.859604,-5.65271,-2.1967163,0.7135315,-3.4934464,2.5215454,0.6047363,1.1276855,-3.789917,-3.6781616,-0.16415405
-3.9002075,-3.859604,-5.65271,-2.1967163,0.7135315,-3.4934464,2.5215454,0.6047363,1.1276855,-3.789917,-3.6781616,-0.16415405
-3.9002075,-3.859604,-5.65271,-2.1967163,0.7135315,-3.4934464,2.5215454,-6.29541,1.1276855,-3.789917,-3.6781616,-0.16415405
-3.9002075,-3.859604,-5.65271,-2.1967163,0.7135315,-3.4934464,2.5215454,-6.29541,1.1276855,-3.789917,-0.26164246,-0.16415405
-3.9002075,-3.859604,-5.65271,-2.1967163,0.7135315,-1.907402,2.5215454,-6.29541,1.1276855,-3.789917,-0.26164246,-0.16415405
-3.9002075,-3.859604,-1.6784363,-2.1967163,-4.944153,-1.907402,-1.7515259,-6.29541,1.1276855,-3.789917,-0.26164246,-0.16415405
-3.9002075,-3.859604,-1.6784363,-2.1967163,-4.944153,-1.907402,-1.7515259,-6.29541,1.1276855,-3.789917,-0.26164246,-0.16415405
-3.9002075,-1.4489441,-1.6784363,-2.1967163,-4.944153,-1.907402,-1.7515259,-6.29541,1.1276855,-3.789917,-0.26164246,-0.16415405
-3.9002075,-1.4489441,-1.6784363,-2.1967163,-4.944153,-1.907402,-1.7515259,-6.29541,-4.4179077,-3.789917,-0.26164246,-0.16415405
-3.9002075,-1.4489441,-1.6784363,-2.1967163,-4.944153,-1.907402,-1.7515259,-6.29541,-4.4179077,-3.789917,-0.26164246,-0.16415405
-3.9002075,-1.4489441,-1.6784363,-2.1967163,0.7135315,-1.907402,-1.7515259,-6.29541,-4.4179077,3.3797607,-0.26164246,-0.16415405
-3.9002075,-1.4489441,-1.6784363,-2.1967163,0.7135315,-1.907402,-1.7515259,-6.29541,-4.4179077,3.3797607,-0.26164246,-4.317993
1.5606079,-1.4489441,-1.6784363,-2.1967163,0.7135315,-1.907402,-1.7515259,-6.29541,-4.4179077,3.3797607,-0.26164246,-4.317993
1.5606079,-1.4489441,-1.6784363,-2.1967163,0.7135315,-1.907402,-1.7515259,-6.29541,-4.4179077,3.3797607,-0.26164246,-4.317993
1.5606079,-1.4489441,-1.6784363,-2.1967163,0.7135315,-1.907402,-1.7515259,-6.29541,-4.4179077,3.3797607,-0.26164246,-4.317993
-3.9002075,-1.4489441,-1.6784363,-2.1967163,0.7135315,-1.907402,-1.7515259,-6.29541,-4.4179077,-3.789917,-0.26164246,-4.317993
-3.9002075,-1.4489441,-1.6784363,-2.1967163,0.7135315,-1.907402,-1.7515259,-6.29541,-9.963562,-3.789917,-0.26164246,-4.317993
-3.9002075,-1.4489441,-1.6784363,-2.1967163,-4.944153,-1.907402,-1.7515259,-6.29541,-9.963562,-3.789917,-0.26164246,-4.317993
-3.9002075,-1.4489441,-1.6784363,-2.1967163,-4.944153,-1.907402,-1.7515259,-6.29541,-9.963562,-3.789917,-0.26164246,-4.317993
-3.9002075,-1.4489441,-1.6784363,-2.1967163,-4.944153,-1.907402,-1.7515259,-6.29541,-9.963562,-3.789917,-0.26164246,-4.317993
-3.9002075,-1.4489441,-1.6784363,-2.1967163,0.7135315,-1.907402,-1.7515259,-6.29541,-4.4179077,-3.789917,-0.26164246,-4.317993
-3.9002075,-1.4489441,-1.6784363,-2.1967163,0.7135315,-1.907402,-1.7515259,-6.29541,-4.4179077,-3.789917,-0.26164246,-4.317993
1.5606079,-1.4489441,-1.6784363,-2.1967163,0.7135315,-1.907402,-1.7515259,-6.29541,-4.4179077,-3.789917,-0.26164246,-4.317993
1.5606079,-1.4489441,-1.6784363,-2.1967163,0.7135315,-1.907402,-1.7515259,-6.29541,-4.4179077,-3.789917,-0.26164246,-4.317993
-3.9002075,-1.4489441,-1.6784363,-2.1967163,0.7135315,-1.907402,-1.7515259,-6.29541,-4.4179077,-3.789917,-0.26164246,-4.317993
-3.9002075,-1.4489441,-1.6784363,-2.1967163,0.7135315,-1.907402,-1.7515259,-6.29541,-4.4179077,-10.959717,-3.6781616,-4.317993
-3.9002075,-3.859604,-1.6784363,-2.1967163,0.7135315,-1.907402,-1.7515259,-6.29541,-4.4179077,-10.959717,-3.6781616,-4.317993
-3.9002075,-3.859604,-1.6784363,-2.1967163,-4.944153,-1.907402,-1.7515259,-6.29541,-4.4179077,-10.959717,-3.6781616,-4.317993
-3.9002075,-3.859604,-1.6784363,1.4190674,-4.944153,-1.907402,-1.7515259,-6.29541,-4.4179077,-10.959717,-3.6781616,-4.317993
-3.9002075,-3.859604,-1.6784363,1.4190674,-4.944153,-1.907402,-1.7515259,-6.29541,-4.4179077,-10.959717,-3.6781616,-4.317993
-3.9002075,-3.859604,-1.6784363,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-10.959717,-3.6781616,-4.317993
-3.9002075,-6.2702713,-1.6784363,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-10.959717,-3.6781616,-4.317993
-3.9002075,-6.2702713,-1.6784363,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-10.959717,-3.6781616,-4.317993
-3.9002075,-6.2702713,-1.6784363,1.4190674,-4.944153,-3.4934464,2.5215454,-6.29541,-4.4179077,-10.959717,-3.6781616,-4.317993
-3.9002075,-6.2702713,-1.6784363,1.4190674,-4.944153,-3.4934464,2.5215454,-6.29541,-4.4179077,-10.959717,-3.6781616,-4.317993
-3.9002075,-6.2702713,-1.6784363,1.4190674,-4.944153,-3.4934464,2.5215454,-6.29541,-4.4179077,-10.959717,-3.6781616,-4.317993
-3.9002075,-6.2702713,-1.6784363,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-10.959717,-3.6781616,-4.317993
-3.9002075,-3.859604,-1.6784363,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-10.959717,-3.6781616,-4.317993
-3.9002075,-3.859604,-1.6784363,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-10.959717,-3.6781616,-4.317993
-3.9002075,-3.859604,-1.6784363,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-10.959717,-3.6781616,-4.317993
-3.9002075,-3.859604,-1.6784363,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-10.959717,-3.6781616,-4.317993
-3.9002075,-3.859604,-1.6784363,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-3.789917,-3.6781616,-4.317993
-3.9002075,-3.859604,-1.6784363,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-3.789917,-3.6781616,-4.317993
-3.9002075,-6.2702713,-5.65271,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-3.789917,-3.6781616,-4.317993
-3.9002075,-6.2702713,-5.65271,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-3.789917,-3.6781616,-4.317993
-3.9002075,-6.2702713,-5.65271,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-3.789917,-3.6781616,-4.317993
-3.9002075,-6.2702713,-5.65271,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-3.789917,-3.6781616,-4.317993
-3.9002075,-6.2702713,-5.65271,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-3.789917,-3.6781616,-4.317993
-3.9002075,-6.2702713,-5.65271,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-3.789917,-3.6781616,-4.317993
-3.9002075,-6.2702713,-5.65271,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-3.789917,-3.6781616,-4.317993
-3.9002075,-3.859604,-5.65271,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-3.789917,-3.6781616,-4.317993
-3.9002075,-3.859604,-1.6784363,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-3.789917,-3.6781616,-4.317993
-3.9002075,-3.859604,-1.6784363,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-3.789917,-3.6781616,-4.317993
-3.9002075,-3.859604,-1.6784363,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-3.789917,-3.6781616,-4.317993
-3.9002075,-3.859604,-1.6784363,1.4190674,-4.944153,-3.4934464,-1.7515259,-6.29541,-4.4179077,-3.789917,-3.6781616,-4.317993
-3.9002075,-3.859604,-1.6784363,-2.1967163,-4.944153,-1.907402,-1.7515259,-6.29541,-4.4179077,-3.789917,-3.6781616,-4.317993
-3.9002075,-3.859604,-1.6784363,-2.1967163,0.7135315,-3.4934464,-1.7515259,-6.29541,-4.4179077,-3.789917,-3.6781616,-4.317993
-3.9002075,-3.859604,-5.65271,-2.1967163,0.7135315,-3.4934464,-1.7515259,0.6047363,1.1276855,-3.789917,-3.6781616,-4.317993
-3.9002075,-3.859604,-5.65271,-2.1967163,0.7135315,-3.4934464,-1.7515259,0.6047363,1.1276855,-3.789917,-3.6781616,-4.317993
-3.9002075,-1.4489441,-5.65271,-2.1967163,0.7135315,-1.907402,-1.7515259,0.6047363,1.1276855,-3.789917,-3.6781616,-0.16415405
1.5606079,-1.4489441,-5.65271,-2.1967163,0.7135315,-1.907402,-1.7515259,0.6047363,1.1276855,-3.789917,-0.26164246,-0.16415405
1.5606079,-1.4489441,-5.65271,-2.1967163,0.7135315,-1.907402,-1.7515259,0.6047363,1.1276855,-3.789917,-0.26164246,-0.16415405
1.5606079,0.9617233,-5.65271,-2.1967163,0.7135315,-1.907402,-1.7515259,0.6047363,1.1276855,-3.789917,-0.26164246,-0.16415405
1.5606079,0.9617233,-1.6784363,-5.8125,0.7135315,-0.3213501,-1.7515259,7.5047607,1.1276855,-3.789917,-0.26164246,-0.16415405
1.5606079,0.9617233,-1.6784363,-5.8125,0.7135315,-0.3213501,-1.7515259,7.5047607,1.1276855,3.3797607,-0.26164246,-0.16415405
1.5606079,3.3723907,-1.6784363,-5.8125,0.7135315,-0.3213501,-1.7515259,7.5047607,6.67334,3.3797607,-0.26164246,-0.16415405
1.5606079,3.3723907,-1.6784363,-5.8125,0.7135315,-0.3213501,-1.7515259,7.5047607,6.67334,3.3797607,-0.26164246,3.9897156
1.5606079,3.3723907,-1.6784363,-5.8125,0.7135315,-0.3213501,-1.7515259,7.5047607,6.67334,3.3797607,3.1548462,3.9897156
1.5606079,3.3723907,-1.6784363,-5.8125,0.7135315,-0.3213501,-1.7515259,14.404907,6.67334,3.3797607,3.1548462,3.9897156
1.5606079,3.3723907,-1.6784363,-5.8125,0.7135315,-0.3213501,-1.7515259,14.404907,6.67334,3.3797607,3.1548462,3.9897156
1.5606079,3.3723907,-1.6784363,-5.8125,0.7135315,-0.3213501,2.5215454,14.404907,6.67334,3.3797607,3.1548462,3.9897156
1.5606079,3.3723907,-1.6784363,-5.8125,0.7135315,1.2647018,2.5215454,14.404907,6.67334,3.3797607,3.1548462,3.9897156
1.5606079,3.3723907,-1.6784363,-5.8125,0.7135315,1.2647018,2.5215454,14.404907,6.67334,3.3797607,3.1548462,3.9897156
1.5606079,3.3723907,-1.6784363,-5.8125,0.7135315,1.2647018,2.5215454,14.404907,6.67334,3.3797607,3.1548462,8.143585
1.5606079,3.3723907,-1.6784363,-5.8125,0.7135315,1.2647018,2.5215454,14.404907,6.67334,3.3797607,3.1548462,8.143585
7.0214844,3.3723907,-1.6784363,-9.428284,0.7135315,1.2647018,-1.7515259,14.404907,6.67334,10.549561,3.1548462,8.143585
7.0214844,3.3723907,-1.6784363,-9.428284,0.7135315,1.2647018,-1.7515259,14.404907,6.67334,10.549561,3.1548462,8.143585
7.0214844,5.783058,-1.6784363,-9.428284,0.7135315,1.2647018,-1.7515259,14.404907,6.67334,10.549561,3.1548462,8.143585
7.0214844,5.783058,-1.6784363,-9.428284,0.7135315,2.8507538,-1.7515259,7.5047607,6.67334,10.549561,3.1548462,8.143585
7.0214844,5.783058,-1.6784363,-9.428284,0.7135315,2.8507538,-1.7515259,7.5047607,6.67334,10.549561,3.1548462,8.143585
7.0214844,5.783058,-1.6784363,-9.428284,0.7135315,2.8507538,-1.7515259,7.5047607,6.67334,10.549561,3.1548462,8.143585
1.5606079,5.783058,2.295868,-9.428284,0.7135315,4.4368134,-1.7515259,7.5047607,6.67334,10.549561,3.1548462,8.143585
1.5606079,8.193718,2.295868,-9.428284,0.7135315,4.4368134,-1.7515259,0.6047363,1.1276855,10.549561,3.1548462,8.143585
1.5606079,8.193718,2.295868,-9.428284,-4.944153,4.4368134,-1.7515259,0.6047363,1.1276855,3.3797607,3.1548462,8.143585
1.5606079,8.193718,2.295868,-9.428284,-4.944153,4.4368134,-1.7515259,0.6047363,1.1276855,3.3797607,3.1548462,3.9897156
1.5606079,8.193718,2.295868,-9.428284,0.7135315,6.0228653,-1.7515259,0.6047363,1.1276855,3.3797607,3.1548462,3.9897156
1.5606079,8.193718,2.295868,-9.428284,0.7135315,6.0228653,-1.7515259,0.6047363,1.1276855,3.3797607,3.1548462,3.9897156
7.0214844,10.604385,2.295868,-13.044067,0.7135315,6.0228653,-1.7515259,-6.29541,1.1276855,3.3797607,3.1548462,3.9897156
7.0214844,10.604385,2.295868,-13.044067,0.7135315,7.608917,-1.7515259,-6.29541,1.1276855,-3.789917,3.1548462,3.9897156
7.0214844,13.015053,2.295868,-13.044067,0.7135315,9.194969,-1.7515259,-6.29541,1.1276855,-3.789917,3.1548462,3.9897156
7.0214844,13.015053,2.295868,-13.044067,0.7135315,9.194969,-1.7515259,-6.29541,1.1276855,-3.789917,3.1548462,3.9897156
7.0214844,13.015053,2.295868,-16.659912,0.7135315,10.7810135,-6.024536,-6.29541,1.1276855,-10.959717,3.1548462,3.9897156
7.0214844,13.015053,2.295868,-16.659912,0.7135315,10.7810135,-6.024536,-6.29541,1.1276855,-10.959717,3.1548462,3.9897156
7.0214844,15.42572,6.270172,-16.659912,0.7135315,10.7810135,-1.7515259,-6.29541,1.1276855,-18.129395,3.1548462,3.9897156
7.0214844,13.015053,6.270172,-16.659912,0.7135315,10.7810135,-1.7515259,-6.29541,1.1276855,-18.129395,3.1548462,3.9897156
7.0214844,13.015053,6.270172,-16.659912,0.7135315,10.7810135,-1.7515259,-6.29541,1.1276855,-18.129395,3.1548462,3.9897156
7.0214844,13.015053,6.270172,-13.044067,0.7135315,9.194969,-1.7515259,-6.29541,1.1276855,-18.129395,3.1548462,3.9897156
7.0214844,13.015053,2.295868,-13.044067,0.7135315,9.194969,-1.7515259,-6.29541,6.67334,-25.299194,6.5713654,3.9897156
7.0214844,13.015053,2.295868,-13.044067,0.7135315,9.194969,-1.7515259,-6.29541,6.67334,-18.129395,6.5713654,3.9897156
7.0214844,13.015053,2.295868,-13.044067,0.7135315,9.194969,-1.7515259,-6.29541,6.67334,-18.129395,6.5713654,3.9897156
7.0214844,13.015053,2.295868,-13.044067,0.7135315,9.194969,-1.7515259,-6.29541,6.67334,-18.129395,6.5713654,3.9897156
7.0214844,10.604385,2.295868,-13.044067,0.7135315,9.194969,-1.7515259,-6.29541,6.67334,-18.129395,6.5713654,3.9897156
7.0214844,10.604385,2.295868,-13.044067,0.7135315,7.608917,-1.7515259,-6.29541,6.67334,-18.129395,6.5713654,3.9897156
7.0214844,10.604385,2.295868,-13.044067,0.7135315,7.608917,-1.7515259,-6.29541,6.67334,-18.129395,6.5713654,3.9897156
7.0214844,8.193718,2.295868,-9.428284,0.7135315,6.0228653,-1.7515259,-6.29541,6.67334,-18.129395,6.5713654,3.9897156
7.0214844,8.193718,-1.6784363,-9.428284,0.7135315,4.4368134,-1.7515259,-6.29541,6.67334,-10.959717,6.5713654,3.9897156
1.5606079,5.783058,-1.6784363,-9.428284,0.7135315,4.4368134,-1.7515259,-6.29541,6.67334,-10.959717,6.5713654,3.9897156
1.5606079,5.783058,-1.6784363,-5.8125,0.7135315,2.8507538,-1.7515259,0.6047363,6.67334,-10.959717,3.1548462,3.9897156
1.5606079,3.3723907,2.295868,-5.8125,-4.944153,2.8507538,-1.7515259,0.6047363,6.67334,-10.959717,3.1548462,3.9897156
1.5606079,3.3723907,2.295868,-5.8125,-4.944153,1.2647018,-1.7515259,0.6047363,6.67334,-3.789917,3.1548462,-0.16415405
-3.9002075,3.3723907,2.295868,-2.1967163,-4.944153,1.2647018,-1.7515259,0.6047363,6.67334,-3.789917,3.1548462,-0.16415405
-3.9002075,0.9617233,2.295868,-2.1967163,-4.944153,1.2647018,-1.7515259,0.6047363,6.67334,-3.789917,-0.26164246,-0.16415405
-3.9002075,-1.4489441,2.295868,-2.1967163,-4.944153,-0.3213501,-1.7515259,0.6047363,1.1276855,-3.789917,-0.26164246,-0.16415405
-3.9002075,-1.4489441,-1.6784363,1.4190674,-4.944153,-0.3213501,-1.7515259,0.6047363,1.1276855,-3.789917,-0.26164246,-0.16415405
-3.9002075,-3.859604,-1.6784363,1.4190674,-4.944153,-1.907402,-1.7515259,0.6047363,1.1276855,-3.789917,-3.6781616,-0.16415405
